x	y	label	key	showSelected1	PANEL
2.413	75.0522195121951	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.447	45.8331463414634	Afghanistan	Afghanistan	Afghanistan	3
1.7	75.280487804878	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	3
2.04	75.1612195121951	Albania	Albania	Albania	3
1.692	71.8896097560976	Armenia	Armenia	Armenia	3
6.654	46.7119268292683	Angola	Angola	Angola	3
2.379	74.1386097560976	Argentina	Argentina	Argentina	3
1.39	78.6780487804878	Austria	Austria	Austria	3
1.756	79.9365853658537	Australia	Australia	Australia	3
1.825	73.8641951219512	Aruba	Aruba	Aruba	3
1.8	67.5548536585366	Azerbaijan	Azerbaijan	Azerbaijan	3
1.315	74.6153658536585	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.516	75.6081951219512	Barbados	Barbados	Barbados	3
2.907	65.6683170731707	Bangladesh	Bangladesh	Bangladesh	3
1.6599	78.0756097560976	Belgium	Belgium	Belgium	3
6.161	50.9776341463415	Burkina Faso	Burkina Faso	Burkina Faso	3
1.21	71.8658536585366	Bulgaria	Bulgaria	Bulgaria	3
2.647	74.0375365853659	Bahrain	Bahrain	Bahrain	3
5.484	46.6730731707317	Burundi	Burundi	Burundi	3
5.828	53.061512195122	Benin	Benin	Benin	3
2.292	76.6810487804878	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
3.983	63.6788048780488	Bolivia	Bolivia	Bolivia	3
2.264	70.7240975609756	Brazil	Brazil	Brazil	3
1.925	72.3384878048781	Bahamas, The	Bahamas, The	Bahamas, The	3
3.352	63.0268048780488	Bhutan	Bhutan	Bhutan	3
3.228	49.3375365853659	Botswana	Botswana	Botswana	3
1.22	68.0560975609756	Belarus	Belarus	Belarus	3
3.396	73.8086341463415	Belize	Belize	Belize	3
1.52	79.590243902439	Canada	Canada	Canada	3
6.746	46.2538048780488	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.329	43.5288292682927	Central African Republic	Central African Republic	Central African Republic	3
4.864	54.3414878048781	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.39	80.3853658536585	Switzerland	Switzerland	Switzerland	3
5.055	50.4438780487805	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
2.014	77.5552195121951	Chile	Chile	Chile	3
4.917	49.5780975609756	Cameroon	Cameroon	Cameroon	3
1.705	71.5794390243902	China	China	China	3
2.57	71.5340243902439	Colombia	Colombia	Colombia	3
2.275	78.134756097561	Costa Rica	Costa Rica	Costa Rica	3
1.621	76.8153414634146	Cuba	Cuba	Cuba	3
3.358	70.5136585365854	Cape Verde	Cape Verde	Cape Verde	3
1.613	78.2092682926829	Cyprus	Cyprus	Cyprus	3
1.17	75.2219512195122	Czech Republic	Czech Republic	Czech Republic	3
1.34	78.2292682926829	Germany	Germany	Germany	3
4.562	54.4471219512195	Djibouti	Djibouti	Djibouti	3
1.72	76.8951219512195	Denmark	Denmark	Denmark	3
1.9	76.5975609756098	Dominica	Dominica	Dominica	3
2.836	71.4053170731707	Dominican Republic	Dominican Republic	Dominican Republic	3
2.519	70.7299024390244	Algeria	Algeria	Algeria	3
2.844	74.0408048780488	Ecuador	Ecuador	Ecuador	3
1.37	70.9048780487805	Estonia	Estonia	Estonia	3
3.18	70.203243902439	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.	3
5.235	57.1324634146342	Eritrea	Eritrea	Eritrea	3
1.26	79.5682926829268	Spain	Spain	Spain	3
5.699	52.9186829268293	Ethiopia	Ethiopia	Ethiopia	3
1.72	78.119512195122	Finland	Finland	Finland	3
3.001	67.9773658536586	Fiji	Fiji	Fiji	3
4.106	67.4937317073171	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
1.88	79.2609756097561	France	France	France	3
3.823	59.4239024390244	Gabon	Gabon	Gabon	3
1.64	78.1439024390244	United Kingdom	United Kingdom	United Kingdom	3
2.455	74.026512195122	Grenada	Grenada	Grenada	3
1.586	72.0686341463415	Georgia	Georgia	Georgia	3
4.564	59.2321951219512	Ghana	Ghana	Ghana	3
2.489	68.8634146341464	Greenland	Greenland	Greenland	3
5.498	55.768756097561	Gambia, The	Gambia, The	Gambia, The	3
5.841	49.3570243902439	Guinea	Guinea	Guinea	3
5.675	48.8517804878049	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	3
1.27	78.6414634146341	Greece	Greece	Greece	3
4.633	68.6623170731707	Guatemala	Guatemala	Guatemala	3
2.772	74.5532195121951	Guam	Guam	Guam	3
5.692	45.3988048780488	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	3
2.435	65.551756097561	Guyana	Guyana	Guyana	3
0.939	81.4780487804878	Hong Kong SAR, China	Hong Kong SAR, China	Hong Kong SAR, China	3
3.776	70.8026097560976	Honduras	Honduras	Honduras	3
1.34	74.7173170731707	Croatia	Croatia	Croatia	3
4.065	58.8432926829268	Haiti	Haiti	Haiti	3
1.3	72.3487804878049	Hungary	Hungary	Hungary	3
2.386	66.2378048780488	Indonesia	Indonesia	Indonesia	3
1.97	77.6365853658537	Ireland	Ireland	Ireland	3
2.89	79.4512195121951	Israel	Israel	Israel	3
1.65	77.9658536585366	Isle of Man	Isle of Man	Isle of Man	3
2.991	62.3211219512195	India	India	India	3
5.147	70.0258780487805	Iraq	Iraq	Iraq	3
1.996	70.3867804878049	Iran, Islamic Rep.	Iran, Islamic Rep.	Iran, Islamic Rep.	3
1.93	80.5024390243903	Iceland	Iceland	Iceland	3
1.27	79.9780487804878	Italy	Italy	Italy	3
1.406	78.0538536585366	Channel Islands	Channel Islands	Channel Islands	3
2.552	70.776243902439	Jamaica	Jamaica	Jamaica	3
3.676	72.3077804878049	Jordan	Jordan	Jordan	3
1.32	81.5634146341463	Japan	Japan	Japan	3
4.983	51.9659512195122	Kenya	Kenya	Kenya	3
2.5	68.1073170731707	Kyrgyz Republic	Kyrgyz Republic	Kyrgyz Republic	3
3.479	58.3752195121951	Cambodia	Cambodia	Cambodia	3
3.6	62.8243902439024	Kiribati	Kiribati	Kiribati	3
5.303	58.3172195121951	Comoros	Comoros	Comoros	3
2.107	71.3365853658537	St. Kitts and Nevis	St. Kitts and Nevis	St. Kitts and Nevis	3
2.065	66.7150731707317	Korea, Dem. Rep.	Korea, Dem. Rep.	Korea, Dem. Rep.	3
1.17	76.8239024390244	Korea, Rep.	Korea, Rep.	Korea, Rep.	3
