x	y	label	key	showSelected1	PANEL
6.841	57.2364146341463	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.7	32.9898780487805	Afghanistan	Afghanistan	Afghanistan	3
5.458	65.8294390243903	Albania	Albania	Albania	3
3.979	67.9847317073171	Armenia	Armenia	Armenia	3
7.43	34.9891707317073	Angola	Angola	Angola	3
3.058	65.6258780487805	Argentina	Argentina	Argentina	3
2.685	69.7221951219512	Austria	Austria	Austria	3
2.977	70.850243902439	Australia	Australia	Australia	3
3.842	67.369756097561	Aruba	Aruba	Aruba	3
5.352	62.8618292682927	Azerbaijan	Azerbaijan	Azerbaijan	3
3.495	63.2692926829268	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
3.963	66.8380243902439	Barbados	Barbados	Barbados	3
6.871	50.2293902439024	Bangladesh	Bangladesh	Bangladesh	3
2.613	70.6253658536586	Belgium	Belgium	Belgium	3
6.454	38.3574390243902	Burkina Faso	Burkina Faso	Burkina Faso	3
2.09	71.2939024390244	Bulgaria	Bulgaria	Bulgaria	3
7.165	58.6348048780488	Bahrain	Bahrain	Bahrain	3
6.801	42.8061463414634	Burundi	Burundi	Burundi	3
6.544	37.1129756097561	Benin	Benin	Benin	3
6.068	64.8935853658537	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
6.593	44.2182195121951	Bolivia	Bolivia	Bolivia	3
5.815	56.6708292682927	Brazil	Brazil	Brazil	3
4.057	64.9793170731707	Bahamas, The	Bahamas, The	Bahamas, The	3
6.67	38.5209268292683	Bhutan	Bhutan	Bhutan	3
6.693	52.2675365853659	Botswana	Botswana	Botswana	3
2.27	69.4581951219512	Belarus	Belarus	Belarus	3
6.4	63.4774146341463	Belize	Belize	Belize	3
3.115	71.8721951219512	Canada	Canada	Canada	3
6.089	42.1804878048781	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.937	38.7263658536585	Central African Republic	Central African Republic	Central African Republic	3
6.098	51.429512195122	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
2.568	72.2017073170732	Switzerland	Switzerland	Switzerland	3
7.701	41.3368292682927	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
