size	colour	x	y	key	clickSelects	showSelected2	PANEL	fill
2.76938518185242	#00C094	3.217	73.6800975609756	United Arab Emirates	United Arab Emirates	Middle East & North Africa	3	#00C094
4.10603599611797	#A58AFF	8.043	44.1368048780488	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2.89539038153361	#C49A00	2.54	72.2410731707317	Albania	Albania	Europe & Central Asia	3	#C49A00
2.87253623373449	#C49A00	1.938	69.0294390243903	Armenia	Armenia	Europe & Central Asia	3	#C49A00
3.73144861991717	#FB61D7	6.997	42.5016097560976	Angola	Angola	Sub-Saharan Africa	3	#FB61D7
4.91492636882028	#53B400	2.717	72.8462926829268	Argentina	Argentina	Latin America & Caribbean	3	#53B400
3.38379563148914	#C49A00	1.42	76.9836585365854	Austria	Austria	Europe & Central Asia	3	#C49A00
4.10005817280784	#F8766D	1.796	78.0780487804878	Australia	Australia	East Asia & Pacific	3	#F8766D
2.12812886900459	#53B400	2.021	73.5894390243902	Aruba	Aruba	Latin America & Caribbean	3	#53B400
3.36661636583168	#C49A00	2.06	64.994	Azerbaijan	Azerbaijan	Europe & Central Asia	3	#C49A00
2.91463844895182	#C49A00	1.518	69.7141951219512	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia	3	#C49A00
2.24489229977617	#53B400	1.667	75.0426341463415	Barbados	Barbados	Latin America & Caribbean	3	#53B400
7.43150062135622	#A58AFF	3.589	62.6621219512195	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.56353076412718	#C49A00	1.55	77.1873170731707	Belgium	Belgium	Europe & Central Asia	3	#C49A00
3.58008776605743	#FB61D7	6.495	49.1594390243902	Burkina Faso	Burkina Faso	Sub-Saharan Africa	3	#FB61D7
3.41853052130011	#C49A00	1.24	70.8973170731707	Bulgaria	Bulgaria	Europe & Central Asia	3	#C49A00
2.36891627879608	#00C094	2.994	73.280243902439	Bahrain	Bahrain	Middle East & North Africa	3	#00C094
3.23030598831394	#FB61D7	6.233	44.7584146341463	Burundi	Burundi	Sub-Saharan Africa	3	#FB61D7
3.21867522167145	#FB61D7	6.282	51.324512195122	Benin	Benin	Sub-Saharan Africa	3	#FB61D7
2.26321722677578	#F8766D	2.798	75.2239268292683	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific	3	#F8766D
3.37048721190763	#53B400	4.482	61.4872926829268	Bolivia	Bolivia	Latin America & Caribbean	3	#53B400
8.29470340605866	#53B400	2.474	68.7315609756098	Brazil	Brazil	Latin America & Caribbean	3	#53B400
2.25444763390348	#53B400	2.443	70.3480487804878	Bahamas, The	Bahamas, The	Latin America & Caribbean	3	#53B400
2.34630042977119	#A58AFF	4.474	57.6294390243903	Bhutan	Bhutan	South Asia	3	#A58AFF
2.6221764300267	#FB61D7	3.866	57.4776585365854	Botswana	Botswana	Sub-Saharan Africa	3	#FB61D7
3.56378998087215	#C49A00	1.31	68.6121951219512	Belarus	Belarus	Europe & Central Asia	3	#C49A00
2.21807327176581	#53B400	4.008	73.2211463414634	Belize	Belize	Latin America & Caribbean	3	#53B400
4.67372372875051	#00B6EB	1.592	78.2304878048781	Canada	Canada	North America	3	#00B6EB
5.22352308330344	#FB61D7	7.102	45.5966829268293	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa	3	#FB61D7
2.89663543412175	#FB61D7	5.573	45.4801707317073	Central African Republic	Central African Republic	Sub-Saharan Africa	3	#FB61D7
2.81897485049382	#FB61D7	5.06	54.4214634146341	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa	3	#FB61D7
3.304238481978	#C49A00	1.5	78.8960975609756	Switzerland	Switzerland	Europe & Central Asia	3	#C49A00
3.87710218616166	#FB61D7	5.469	50.7471219512195	Cote d'Ivoire	Cote d'Ivoire	Sub-Saharan Africa	3	#FB61D7
3.87902308405309	#53B400	2.321	75.3396341463415	Chile	Chile	Latin America & Caribbean	3	#53B400
3.85673774800741	#FB61D7	5.273	51.5999024390244	Cameroon	Cameroon	Sub-Saharan Africa	3	#FB61D7
19.1314852637741	#F8766D	1.828	70.5990243902439	China	China	East Asia & Pacific	3	#F8766D
4.99535656763434	#53B400	2.823	69.7576097560976	Colombia	Colombia	Latin America & Caribbean	3	#53B400
2.92525447318936	#53B400	2.686	77.0216585365854	Costa Rica	Costa Rica	Latin America & Caribbean	3	#53B400
3.62581779185109	#53B400	1.609	75.457243902439	Cuba	Cuba	Latin America & Caribbean	3	#53B400
2.30806159847345	#FB61D7	4.388	67.6031951219512	Cape Verde	Cape Verde	Sub-Saharan Africa	3	#FB61D7
2.45481803790056	#C49A00	2.035	77.405756097561	Cyprus	Cyprus	Europe & Central Asia	3	#C49A00
3.57570938768983	#C49A00	1.185	73.7146341463415	Czech Republic	Czech Republic	Europe & Central Asia	3	#C49A00
6.44319703336133	#C49A00	1.3	76.6731707317073	Germany	Germany	Europe & Central Asia	3	#C49A00
2.39910758353427	#00C094	5.339	52.8653902439024	Djibouti	Djibouti	Middle East & North Africa	3	#00C094
3.12473600540535	#C49A00	1.747	75.5914634146342	Denmark	Denmark	Europe & Central Asia	3	#C49A00
3.39762324359511	#53B400	3.069	69.8596097560976	Dominican Republic	Dominican Republic	Latin America & Caribbean	3	#53B400
4.6815246806633	#00C094	3.214	68.7344878048781	Algeria	Algeria	Middle East & North Africa	3	#00C094
3.66799984920896	#53B400	3.167	71.7094634146342	Ecuador	Ecuador	Latin America & Caribbean	3	#53B400
2.58102743234001	#C49A00	1.335	69.6121951219512	Estonia	Estonia	Europe & Central Asia	3	#C49A00
5.86927713005429	#00C094	3.58	66.3355853658537	Egypt, Arab Rep.	Egypt, Arab Rep.	Middle East & North Africa	3	#00C094
