x	y	label	key	showSelected1	PANEL
6.605	62.5194878048781	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.7	35.0559756097561	Afghanistan	Afghanistan	Afghanistan	3
4.872	66.9894390243903	Albania	Albania	Albania	3
3.208	69.9244390243903	Armenia	Armenia	Armenia	3
7.301	37.0114146341463	Angola	Angola	Angola	3
3.073	66.548512195122	Argentina	Argentina	Argentina	3
2.29	69.8907317073171	Austria	Austria	Austria	3
2.859	71.0185365853659	Australia	Australia	Australia	3
2.908	69.0861463414634	Aruba	Aruba	Aruba	3
4.612	64.7346097560976	Azerbaijan	Azerbaijan	Azerbaijan	3
2.881	65.9866097560976	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
3.113	68.487512195122	Barbados	Barbados	Barbados	3
6.945	41.8859512195122	Bangladesh	Bangladesh	Bangladesh	3
2.2	70.9719512195122	Belgium	Belgium	Belgium	3
6.624	40.9011219512195	Burkina Faso	Burkina Faso	Burkina Faso	3
2.17	71.2563414634146	Bulgaria	Bulgaria	Bulgaria	3
6.498	63.8683902439025	Bahrain	Bahrain	Bahrain	3
6.802	43.7059268292683	Burundi	Burundi	Burundi	3
6.748	39.7900975609756	Benin	Benin	Benin	3
5.751	67.1051463414634	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
6.578	45.7510243902439	Bolivia	Bolivia	Bolivia	3
5.024	58.561	Brazil	Brazil	Brazil	3
3.531	66.1829024390244	Bahamas, The	Bahamas, The	Bahamas, The	3
6.671	40.5863658536585	Bhutan	Bhutan	Bhutan	3
6.641	54.4444634146342	Botswana	Botswana	Botswana	3
2.31	70.5228780487805	Belarus	Belarus	Belarus	3
6.299	66.0439512195122	Belize	Belize	Belize	3
2.258	72.7004878048781	Canada	Canada	Canada	3
6.214	43.8569024390244	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.954	41.9419268292683	Central African Republic	Central African Republic	Central African Republic	3
6.259	53.4365853658537	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
2.087	73.020243902439	Switzerland	Switzerland	Switzerland	3
7.908	43.9085365853659	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
4.023	62.1367073170732	Chile	Chile	Chile	3
6.208	46.0763902439024	Cameroon	Cameroon	Cameroon	3
5.512	62.902243902439	China	China	China	3
5.599	60.8316829268293	Colombia	Colombia	Colombia	3
5.012	66.8489756097561	Costa Rica	Costa Rica	Costa Rica	3
4.033	69.6756341463415	Cuba	Cuba	Cuba	3
6.935	52.5990243902439	Cape Verde	Cape Verde	Cape Verde	3
2.61	72.5266585365854	Cyprus	Cyprus	Cyprus	3
1.929	69.440243902439	Czech Republic	Czech Republic	Czech Republic	3
2.03	70.6409024390244	Germany	Germany	Germany	3
7.415	43.2540731707317	Djibouti	Djibouti	Djibouti	3
1.95	73.3434146341463	Denmark	Denmark	Denmark	3
6.182	58.4365853658537	Dominican Republic	Dominican Republic	Dominican Republic	3
7.398	52.9180243902439	Algeria	Algeria	Algeria	3
6.282	57.7759268292683	Ecuador	Ecuador	Ecuador	3
2.16	70.0985609756098	Estonia	Estonia	Estonia	3
5.94	50.4523902439025	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.	3
6.602	43.317	Eritrea	Eritrea	Eritrea	3
2.836	72.0273170731707	Spain	Spain	Spain	3
6.84	42.9285853658537	Ethiopia	Ethiopia	Ethiopia	3
1.828	70.179512195122	Finland	Finland	Finland	3
4.543	59.900756097561	Fiji	Fiji	Fiji	3
6.938	61.6335853658537	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
2.55	71.6585365853659	France	France	France	3
4.704	46.6358780487805	Gabon	Gabon	Gabon	3
2.437	71.9731707317073	United Kingdom	United Kingdom	United Kingdom	3
4.604	64.1178048780488	Grenada	Grenada	Grenada	3
2.595	67.1497073170732	Georgia	Georgia	Georgia	3
6.95	48.9089512195122	Ghana	Ghana	Ghana	3
6.093	38.2423658536585	Gambia, The	Gambia, The	Gambia, The	3
6.844	33.9579268292683	Guinea	Guinea	Guinea	3
5.678	39.7438536585366	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	3
2.337	71.694	Greece	Greece	Greece	3
6.235	52.0479024390244	Guatemala	Guatemala	Guatemala	3
4.372	65.8673170731708	Guam	Guam	Guam	3
6.071	37.2088048780488	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	3
5.573	56.1304878048781	Guyana	Guyana	Guyana	3
3.421	71.4524390243903	Hong Kong SAR, China	Hong Kong SAR, China	Hong Kong SAR, China	3
7.27	52.4399024390244	Honduras	Honduras	Honduras	3
2.007	68.8978536585366	Croatia	Croatia	Croatia	3
5.762	47.0819756097561	Haiti	Haiti	Haiti	3
1.97	69.1646341463415	Hungary	Hungary	Hungary	3
5.474	51.8299756097561	Indonesia	Indonesia	Indonesia	3
3.93	70.9962195121951	Ireland	Ireland	Ireland	3
3.778	71.2134146341463	Israel	Israel	Israel	3
5.494	49.1476341463415	India	India	India	3
7.362	57.6951219512195	Iraq	Iraq	Iraq	3
6.451	51.2456829268293	Iran, Islamic Rep.	Iran, Islamic Rep.	Iran, Islamic Rep.	3
2.793	73.9339024390244	Iceland	Iceland	Iceland	3
2.425	71.5587804878049	Italy	Italy	Italy	3
2.121	71.7390487804878	Channel Islands	Channel Islands	Channel Islands	3
5.477	68.1910487804878	Jamaica	Jamaica	Jamaica	3
7.926	60.9279024390244	Jordan	Jordan	Jordan	3
2.135	71.950243902439	Japan	Japan	Japan	3
8.081	52.2365853658537	Kenya	Kenya	Kenya	3
4.892	60.2213414634146	Kyrgyz Republic	Kyrgyz Republic	Kyrgyz Republic	3
5.924	43.6327073170732	Cambodia	Cambodia	Cambodia	3
7.061	47.7073170731707	Comoros	Comoros	Comoros	3
4.036	61.5753414634146	Korea, Dem. Rep.	Korea, Dem. Rep.	Korea, Dem. Rep.	3
4.53	61.2072682926829	Korea, Rep.	Korea, Rep.	Korea, Rep.	3
7.241	66.8323658536585	Kuwait	Kuwait	Kuwait	3
3.538	62.1975609756098	Kazakhstan	Kazakhstan	Kazakhstan	3
5.974	46.0325365853659	Lao PDR	Lao PDR	Lao PDR	3
5.068	64.7725365853659	Lebanon	Lebanon	Lebanon	3
6.101	63.6061463414634	St. Lucia	St. Lucia	St. Lucia	3
4.342	62.7087804878049	Sri Lanka	Sri Lanka	Sri Lanka	3
6.695	41.3114146341463	Liberia	Liberia	Liberia	3
5.808	48.8984634146342	Lesotho	Lesotho	Lesotho	3
2.37	70.8043902439024	Lithuania	Lithuania	Lithuania	3
1.98	69.8755609756098	Luxembourg	Luxembourg	Luxembourg	3
1.96	69.8353658536586	Latvia	Latvia	Latvia	3
7.573	51.4664390243903	Libya	Libya	Libya	3
7.06	51.5046341463415	Morocco	Morocco	Morocco	3
2.582	64.8251951219512	Moldova	Moldova	Moldova	3
2.384	68.8773902439024	Montenegro	Montenegro	Montenegro	3
7.325	43.8996097560976	Madagascar	Madagascar	Madagascar	3
3.086	66.3329268292683	Macedonia, FYR	Macedonia, FYR	Macedonia, FYR	3
6.901	34.4959512195122	Mali	Mali	Mali	3
6.076	49.9803902439024	Myanmar	Myanmar	Myanmar	3
7.569	55.7422682926829	Mongolia	Mongolia	Mongolia	3
2.166	69.6424390243902	Macao SAR, China	Macao SAR, China	Macao SAR, China	3
6.784	46.8583170731707	Mauritania	Mauritania	Mauritania	3
2.025	70.4433170731707	Malta	Malta	Malta	3
3.952	63.119	Mauritius	Mauritius	Mauritius	3
7.227	44.2064146341463	Maldives	Maldives	Maldives	3
7.309	40.5492195121951	Malawi	Malawi	Malawi	3
6.72	61.3266585365854	Mexico	Mexico	Mexico	3
4.858	63.9407073170732	Malaysia	Malaysia	Malaysia	3
6.591	39.2158292682927	Mozambique	Mozambique	Mozambique	3
6.459	52.5273170731707	Namibia	Namibia	Namibia	3
4.3	63.0292682926829	New Caledonia	New Caledonia	New Caledonia	3
7.423	38.2870487804878	Niger	Niger	Niger	3
6.471	42.3694634146342	Nigeria	Nigeria	Nigeria	3
6.892	53.5980487804878	Nicaragua	Nicaragua	Nicaragua	3
2.572	73.5856097560976	Netherlands	Netherlands	Netherlands	3
2.503	74.0880487804878	Norway	Norway	Norway	3
6.065	42.6666341463415	Nepal	Nepal	Nepal	3
3.158	71.2731707317073	New Zealand	New Zealand	New Zealand	3
7.311	50.473512195122	Oman	Oman	Oman	3
5.322	65.2996097560976	Panama	Panama	Panama	3
6.307	53.3681951219512	Peru	Peru	Peru	3
5.722	60.2612926829268	French Polynesia	French Polynesia	French Polynesia	3
6.163	46.0409268292683	Papua New Guinea	Papua New Guinea	Papua New Guinea	3
