x	y	label	key	showSelected1	PANEL
4.86	71.2575365853659	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.893	41.399	Afghanistan	Afghanistan	Afghanistan	3
1.9	73.0082926829268	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	3
3.65	71.7749268292683	Albania	Albania	Albania	3
2.549	68.5769268292683	Armenia	Armenia	Armenia	3
7.202	40.9779756097561	Angola	Angola	Angola	3
3.056	70.9223902439024	Argentina	Argentina	Argentina	3
1.42	74.6692682926829	Austria	Austria	Austria	3
1.845	76.1517073170732	Australia	Australia	Australia	3
2.307	73.2427073170732	Aruba	Aruba	Aruba	3
2.9026	65.5259268292683	Azerbaijan	Azerbaijan	Azerbaijan	3
1.887	71.0824146341463	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.786	73.8416341463415	Barbados	Barbados	Barbados	3
5.126	57.9363658536585	Bangladesh	Bangladesh	Bangladesh	3
1.55	75.3658536585366	Belgium	Belgium	Belgium	3
6.965	48.2338292682927	Burkina Faso	Burkina Faso	Burkina Faso	3
1.96	71.5268292682927	Bulgaria	Bulgaria	Bulgaria	3
4.124	71.9515853658537	Bahrain	Bahrain	Bahrain	3
6.494	47.8301463414634	Burundi	Burundi	Burundi	3
6.904	47.402756097561	Benin	Benin	Benin	3
3.715	72.8234878048781	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
5.029	57.0088780487805	Bolivia	Bolivia	Bolivia	3
3.17	65.1934634146342	Brazil	Brazil	Brazil	3
2.728	69.3271219512195	Bahamas, The	Bahamas, The	Bahamas, The	3
6.141	50.5361463414634	Bhutan	Bhutan	Bhutan	3
5.214	63.6917804878049	Botswana	Botswana	Botswana	3
2.03	70.990243902439	Belarus	Belarus	Belarus	3
4.771	71.9660731707317	Belize	Belize	Belize	3
1.68	76.739512195122	Canada	Canada	Canada	3
6.957	46.5677073170732	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.902	49.6130487804878	Central African Republic	Central African Republic	Central African Republic	3
5.596	57.0150975609756	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.55	77.1975609756098	Switzerland	Switzerland	Switzerland	3
6.689	53.1137804878049	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
2.653	72.6234878048781	Chile	Chile	Chile	3
6.152	53.1960975609756	Cameroon	Cameroon	Cameroon	3
2.594	68.7973170731707	China	China	China	3
3.275	67.9340487804878	Colombia	Colombia	Colombia	3
3.38	75.1170487804878	Costa Rica	Costa Rica	Costa Rica	3
1.827	74.3905609756098	Cuba	Cuba	Cuba	3
5.68	63.6721951219512	Cape Verde	Cape Verde	Cape Verde	3
2.45	76.0153902439024	Cyprus	Cyprus	Cyprus	3
1.91	71.4456097560976	Czech Republic	Czech Republic	Czech Republic	3
