x	y	label	key	showSelected1	PANEL
3.784	72.9353414634146	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
8.034	43.2420975609756	Afghanistan	Afghanistan	Afghanistan	3
2.784	71.487	Albania	Albania	Albania	3
2.295	68.012756097561	Armenia	Armenia	Armenia	3
7.093	41.4781951219512	Angola	Angola	Angola	3
2.875	72.171756097561	Argentina	Argentina	Argentina	3
1.48	76.1063414634146	Austria	Austria	Austria	3
1.859	77.8780487804878	Australia	Australia	Australia	3
2.149	73.5053170731707	Aruba	Aruba	Aruba	3
2.7	64.1540243902439	Azerbaijan	Azerbaijan	Azerbaijan	3
1.556	65.9418536585366	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.719	74.782243902439	Barbados	Barbados	Barbados	3
4.021	61.0467317073171	Bangladesh	Bangladesh	Bangladesh	3
1.61	76.3453658536585	Belgium	Belgium	Belgium	3
6.681	48.7100243902439	Burkina Faso	Burkina Faso	Burkina Faso	3
1.45	71.3468292682927	Bulgaria	Bulgaria	Bulgaria	3
3.303	72.8810975609756	Bahrain	Bahrain	Bahrain	3
6.432	44.753756097561	Burundi	Burundi	Burundi	3
6.526	50.0734634146341	Benin	Benin	Benin	3
3.197	74.4508292682927	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
4.742	60.2537804878049	Bolivia	Bolivia	Bolivia	3
2.583	67.5368048780488	Brazil	Brazil	Brazil	3
2.601	69.6311707317073	Bahamas, The	Bahamas, The	Bahamas, The	3
5.155	54.9941219512195	Bhutan	Bhutan	Bhutan	3
4.252	61.9767073170732	Botswana	Botswana	Botswana	3
1.61	68.9707317073171	Belarus	Belarus	Belarus	3
4.286	72.901	Belize	Belize	Belize	3
1.7	77.6851219512195	Canada	Canada	Canada	3
7.14	46.492512195122	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.653	47.3506097560976	Central African Republic	Central African Republic	Central African Republic	3
5.183	55.1599268292683	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.51	78.0853658536586	Switzerland	Switzerland	Switzerland	3
5.84	51.7321951219512	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
2.51	74.4951951219512	Chile	Chile	Chile	3
5.62	52.6668780487805	Cameroon	Cameroon	Cameroon	3
2.007	70.0546341463415	China	China	China	3
2.966	68.8749024390244	Colombia	Colombia	Colombia	3
2.917	76.3815853658537	Costa Rica	Costa Rica	Costa Rica	3
1.65	74.7769024390244	Cuba	Cuba	Cuba	3
4.863	66.3601219512195	Cape Verde	Cape Verde	Cape Verde	3
2.278	76.9679756097561	Cyprus	Cyprus	Cyprus	3
1.67	72.7678048780488	Czech Republic	Czech Republic	Czech Republic	3
1.28	75.8707317073171	Germany	Germany	Germany	3
5.779	52.1314878048781	Djibouti	Djibouti	Djibouti	3
1.75	75.1168292682927	Denmark	Denmark	Denmark	3
3.262	68.9648780487805	Dominican Republic	Dominican Republic	Dominican Republic	3
3.957	67.976	Algeria	Algeria	Algeria	3
3.368	70.3200243902439	Ecuador	Ecuador	Ecuador	3
1.45	67.909756097561	Estonia	Estonia	Estonia	3
3.876	64.1127073170732	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.	3
6.042	50.692243902439	Eritrea	Eritrea	Eritrea	3
1.27	77.5465853658537	Spain	Spain	Spain	3
6.97	48.398	Ethiopia	Ethiopia	Ethiopia	3
1.81	75.7051219512195	Finland	Finland	Finland	3
3.33	66.2241463414634	Fiji	Fiji	Fiji	3
4.766	66.5357073170732	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
1.73	77.3	France	France	France	3
5.015	61.3609512195122	Gabon	Gabon	Gabon	3
1.82	76.3853658536585	United Kingdom	United Kingdom	United Kingdom	3
3.401	70.7642926829268	Grenada	Grenada	Grenada	3
2.013	70.3386097560976	Georgia	Georgia	Georgia	3
5.278	57.8559512195122	Ghana	Ghana	Ghana	3
6.009	53.3804390243902	Gambia, The	Gambia, The	Gambia, The	3
6.547	44.9085853658537	Guinea	Guinea	Guinea	3
5.902	47.7722926829268	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	3
1.34	77.390243902439	Greece	Greece	Greece	3
5.397	63.8934634146341	Guatemala	Guatemala	Guatemala	3
3.101	72.7625609756098	Guam	Guam	Guam	3
6.486	43.310243902439	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	3
2.534	61.7111219512195	Guyana	Guyana	Guyana	3
1.342	78.0317073170732	Hong Kong SAR, China	Hong Kong SAR, China	Hong Kong SAR, China	3
4.846	67.6783658536585	Honduras	Honduras	Honduras	3
1.52	71.5224390243903	Croatia	Croatia	Croatia	3
5.103	56.3900731707317	Haiti	Haiti	Haiti	3
1.69	69.1012195121951	Hungary	Hungary	Hungary	3
2.849	63.2545365853659	Indonesia	Indonesia	Indonesia	3
1.93	75.2964390243903	Ireland	Ireland	Ireland	3
2.8	77.1536585365854	Israel	Israel	Israel	3
3.676	59.1864878048781	India	India	India	3
5.758	70.4960975609756	Iraq	Iraq	Iraq	3
3.808	66.5198536585366	Iran, Islamic Rep.	Iran, Islamic Rep.	Iran, Islamic Rep.	3
2.22	78.9346341463415	Iceland	Iceland	Iceland	3
1.25	77.51	Italy	Italy	Italy	3
1.45	76.053	Channel Islands	Channel Islands	Channel Islands	3
2.815	70.3590975609756	Jamaica	Jamaica	Jamaica	3
5.081	71.0741219512195	Jordan	Jordan	Jordan	3
1.458	79.2936585365854	Japan	Japan	Japan	3
5.506	57.7995853658537	Kenya	Kenya	Kenya	3
3.3	67.1926829268293	Kyrgyz Republic	Kyrgyz Republic	Kyrgyz Republic	3
5.301	55.8160487804878	Cambodia	Cambodia	Cambodia	3
5.293	56.2645365853659	Comoros	Comoros	Comoros	3
2.363	68.5706097560976	Korea, Dem. Rep.	Korea, Dem. Rep.	Korea, Dem. Rep.	3
1.67	72.6819512195122	Korea, Rep.	Korea, Rep.	Korea, Rep.	3
2.8396	68.249512195122	Kosovo	Kosovo	Kosovo	3
2.341	73.0737317073171	Kuwait	Kuwait	Kuwait	3
2.3	66.7268292682927	Kazakhstan	Kazakhstan	Kazakhstan	3
5.782	56.6543658536585	Lao PDR	Lao PDR	Lao PDR	3
