x	y	label	key	showSelected1	PANEL
1.721	76.7425365853659	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
6.158	48.6805853658537	Afghanistan	Afghanistan	Afghanistan	3
1.523	77.0422682926829	Albania	Albania	Albania	3
1.736	73.9160243902439	Armenia	Armenia	Armenia	3
5.313	51.0593170731707	Angola	Angola	Angola	3
2.196	75.7976585365854	Argentina	Argentina	Argentina	3
1.42	81.0317073170732	Austria	Austria	Austria	3
1.87	81.8463414634146	Australia	Australia	Australia	3
1.687	75.1127804878049	Aruba	Aruba	Aruba	3
1.92	70.6528536585366	Azerbaijan	Azerbaijan	Azerbaijan	3
1.14	75.5528536585366	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.561	76.7392195121951	Barbados	Barbados	Barbados	3
2.202	68.9373658536585	Bangladesh	Bangladesh	Bangladesh	3
1.84	80.4853658536586	Belgium	Belgium	Belgium	3
5.812	55.3579024390244	Burkina Faso	Burkina Faso	Burkina Faso	3
1.51	74.1634146341463	Bulgaria	Bulgaria	Bulgaria	3
2.501	75.1562682926829	Bahrain	Bahrain	Bahrain	3
4.218	50.3370975609756	Burundi	Burundi	Burundi	3
5.206	56.0144390243902	Benin	Benin	Benin	3
1.764	79.2885365853658	Bermuda	Bermuda	Bermuda	3
2.017	78.0651219512195	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
3.294	66.5773658536585	Bolivia	Bolivia	Bolivia	3
1.811	73.4352195121951	Brazil	Brazil	Brazil	3
1.891	75.4522682926829	Bahamas, The	Bahamas, The	Bahamas, The	3
2.332	67.2847073170732	Bhutan	Bhutan	Bhutan	3
2.696	53.0184878048781	Botswana	Botswana	Botswana	3
1.51	70.6512195121951	Belarus	Belarus	Belarus	3
2.741	76.0529024390244	Belize	Belize	Belize	3
1.6269	80.929243902439	Canada	Canada	Canada	3
5.657	48.3693170731707	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
4.546	48.3456097560976	Central African Republic	Central African Republic	Central African Republic	3
4.504	57.3561951219512	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.52	82.6951219512195	Switzerland	Switzerland	Switzerland	3
4.348	55.421243902439	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
1.849	79.016756097561	Chile	Chile	Chile	3
4.409	51.5764634146342	Cameroon	Cameroon	Cameroon	3
1.582	73.4856341463415	China	China	China	3
2.1	73.6419024390244	Colombia	Colombia	Colombia	3
1.827	79.3150975609756	Costa Rica	Costa Rica	Costa Rica	3
1.457	79.1256341463415	Cuba	Cuba	Cuba	3
2.344	73.9167804878049	Cape Verde	Cape Verde	Cape Verde	3
1.468	79.5628536585366	Cyprus	Cyprus	Cyprus	3
1.43	77.8731707317073	Czech Republic	Czech Republic	Czech Republic	3
1.36	80.7414634146342	Germany	Germany	Germany	3
3.679	57.9091707317073	Djibouti	Djibouti	Djibouti	3
1.75	79.8	Denmark	Denmark	Denmark	3
2.544	73.437512195122	Dominican Republic	Dominican Republic	Dominican Republic	3
2.217	73.0799024390244	Algeria	Algeria	Algeria	3
2.443	75.6303902439025	Ecuador	Ecuador	Ecuador	3
1.52	76.1268292682927	Estonia	Estonia	Estonia	3
2.691	73.2019024390244	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.	3
4.366	61.4170731707317	Eritrea	Eritrea	Eritrea	3
1.36	82.3268292682927	Spain	Spain	Spain	3
4.045	59.2430975609756	Ethiopia	Ethiopia	Ethiopia	3
1.83	80.4707317073171	Finland	Finland	Finland	3
2.639	69.3493170731707	Fiji	Fiji	Fiji	3
3.39	68.9481219512195	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
2.03	81.6682926829268	France	France	France	3
3.221	62.6912926829268	Gabon	Gabon	Gabon	3
1.98	80.7536585365854	United Kingdom	United Kingdom	United Kingdom	3
2.21	75.8270731707317	Grenada	Grenada	Grenada	3
4.1	64.2243170731707	Ghana	Ghana	Ghana	3
4.814	58.4847073170732	Gambia, The	Gambia, The	Gambia, The	3
5.162	54.092243902439	Guinea	Guinea	Guinea	3
5.106	51.1368780487805	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	3
1.43	80.7439024390244	Greece	Greece	Greece	3
3.922	71.0722195121951	Guatemala	Guatemala	Guatemala	3
2.446	76.1687804878049	Guam	Guam	Guam	3
4.988	48.1125853658537	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	3
2.234	69.862512195122	Guyana	Guyana	Guyana	3
1.204	83.4219512195122	Hong Kong SAR, China	Hong Kong SAR, China	Hong Kong SAR, China	3
3.078	73.1132195121951	Honduras	Honduras	Honduras	3
1.46	76.8756097560976	Croatia	Croatia	Croatia	3
3.264	62.0619024390244	Haiti	Haiti	Haiti	3
1.23	74.8585365853659	Hungary	Hungary	Hungary	3
2.09	69.319243902439	Indonesia	Indonesia	Indonesia	3
2.05	80.4951219512195	Ireland	Ireland	Ireland	3
3	81.7560975609756	Israel	Israel	Israel	3
2.589	65.4782682926829	India	India	India	3
4.636	68.984512195122	Iraq	Iraq	Iraq	3
1.636	72.9994146341463	Iran, Islamic Rep.	Iran, Islamic Rep.	Iran, Islamic Rep.	3
2.02	82.3585365853659	Iceland	Iceland	Iceland	3
1.41	82.0878048780488	Italy	Italy	Italy	3
1.479	79.9724146341463	Channel Islands	Channel Islands	Channel Islands	3
2.302	73.0763902439025	Jamaica	Jamaica	Jamaica	3
3.7	73.4288780487805	Jordan	Jordan	Jordan	3
1.39	82.5912195121951	Japan	Japan	Japan	3
4.68	57.0808780487805	Kenya	Kenya	Kenya	3
3.06	69.6024390243903	Kyrgyz Republic	Kyrgyz Republic	Kyrgyz Republic	3
2.51	62.9774146341463	Cambodia	Cambodia	Cambodia	3
4.85	61.0417804878049	Comoros	Comoros	Comoros	3
2.01	68.6756585365854	Korea, Dem. Rep.	Korea, Dem. Rep.	Korea, Dem. Rep.	3
1.244	80.8658536585366	Korea, Rep.	Korea, Rep.	Korea, Rep.	3
2.2	70.1487804878049	Kosovo	Kosovo	Kosovo	3
2.283	74.7283414634147	Kuwait	Kuwait	Kuwait	3
2.59	68.8934146341464	Kazakhstan	Kazakhstan	Kazakhstan	3
2.658	67.4323658536586	Lao PDR	Lao PDR	Lao PDR	3
1.783	72.5872195121951	Lebanon	Lebanon	Lebanon	3
1.954	74.611	St. Lucia	St. Lucia	St. Lucia	3
2.287	74.9019756097561	Sri Lanka	Sri Lanka	Sri Lanka	3
5.161	56.7428536585366	Liberia	Liberia	Liberia	3
3.137	47.9837317073171	Lesotho	Lesotho	Lesotho	3
1.76	73.5634146341464	Lithuania	Lithuania	Lithuania	3
