x	y	label	key	showSelected1	PANEL
5.065	70.5941707317073	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.85	40.7705853658537	Afghanistan	Afghanistan	Afghanistan	3
3.816	71.3975853658537	Albania	Albania	Albania	3
2.481	69.5044146341464	Armenia	Armenia	Armenia	3
7.208	40.7803414634146	Angola	Angola	Angola	3
3.093	70.586512195122	Argentina	Argentina	Argentina	3
1.46	73.7451219512195	Austria	Austria	Austria	3
1.923	75.6292682926829	Australia	Australia	Australia	3
2.332	73.0979756097561	Aruba	Aruba	Aruba	3
2.91	65.4277804878049	Azerbaijan	Azerbaijan	Azerbaijan	3
1.953	71.7950731707317	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.83	73.3470975609756	Barbados	Barbados	Barbados	3
5.527	56.9524146341463	Bangladesh	Bangladesh	Bangladesh	3
1.49	74.520243902439	Belgium	Belgium	Belgium	3
7.022	47.9815853658537	Burkina Faso	Burkina Faso	Burkina Faso	3
1.95	71.2280487804878	Bulgaria	Bulgaria	Bulgaria	3
4.365	71.501756097561	Bahrain	Bahrain	Bahrain	3
6.483	48.1605609756098	Burundi	Burundi	Burundi	3
6.972	46.7579756097561	Benin	Benin	Benin	3
3.794	72.2489024390244	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
5.127	55.6896829268293	Bolivia	Bolivia	Bolivia	3
3.449	64.4393414634146	Brazil	Brazil	Brazil	3
2.857	69.0233658536585	Bahamas, The	Bahamas, The	Bahamas, The	3
6.292	49.3393658536585	Bhutan	Bhutan	Bhutan	3
5.567	62.9001463414634	Botswana	Botswana	Botswana	3
2.09	70.9926829268293	Belarus	Belarus	Belarus	3
5.019	71.5438048780488	Belize	Belize	Belize	3
1.67	76.3034146341464	Canada	Canada	Canada	3
6.856	46.3786585365854	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.944	49.7922926829268	Central African Republic	Central African Republic	Central African Republic	3
5.774	57.0941219512195	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.51	76.7336585365854	Switzerland	Switzerland	Switzerland	3
6.977	53.0898536585366	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
2.657	71.905	Chile	Chile	Chile	3
6.282	52.8563902439024	Cameroon	Cameroon	Cameroon	3
2.639	68.3131463414634	China	China	China	3
3.43	67.5755853658537	Colombia	Colombia	Colombia	3
3.463	74.624	Costa Rica	Costa Rica	Costa Rica	3
1.837	74.2882195121951	Cuba	Cuba	Cuba	3
5.883	62.6583170731707	Cape Verde	Cape Verde	Cape Verde	3
2.458	75.6729512195122	Cyprus	Cyprus	Cyprus	3
1.95	71.0463414634146	Czech Republic	Czech Republic	Czech Republic	3
1.37	74.1917317073171	Germany	Germany	Germany	3
6.527	50.0376097560976	Djibouti	Djibouti	Djibouti	3
1.447	74.4275609756098	Denmark	Denmark	Denmark	3
3.878	65.1303170731707	Dominican Republic	Dominican Republic	Dominican Republic	3
5.928	63.736	Algeria	Algeria	Algeria	3
4.342	66.0708292682927	Ecuador	Ecuador	Ecuador	3
2.12	69.3804878048781	Estonia	Estonia	Estonia	3
5.045	59.0012195121951	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.	3
6.423	44.9069756097561	Eritrea	Eritrea	Eritrea	3
1.63	76.259512195122	Spain	Spain	Spain	3
7.014	44.4752195121951	Ethiopia	Ethiopia	Ethiopia	3
1.64	74.2229268292683	Finland	Finland	Finland	3
3.629	64.3790975609756	Fiji	Fiji	Fiji	3
5.6	65.6365853658537	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
1.86	75.3	France	France	France	3
5.189	58.9950975609756	Gabon	Gabon	Gabon	3
1.8	74.6292682926829	United Kingdom	United Kingdom	United Kingdom	3
4.231	66.0871707317073	Grenada	Grenada	Grenada	3
2.273	69.7340731707317	Georgia	Georgia	Georgia	3
6.131	54.5554146341463	Ghana	Ghana	Ghana	3
6.223	51.4521219512195	Gambia, The	Gambia, The	Gambia, The	3
6.929	41.2764878048781	Guinea	Guinea	Guinea	3
5.848	44.6929268292683	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea	3
1.677	75.7699756097561	Greece	Greece	Greece	3
5.913	59.6447804878049	Guatemala	Guatemala	Guatemala	3
3.079	70.8075365853659	Guam	Guam	Guam	3
6.743	41.840756097561	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	3
2.938	60.4773414634146	Guyana	Guyana	Guyana	3
