x	y	label	key	showSelected1	PANEL
3.055	73.9208292682927	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
8.004	44.4298048780488	Afghanistan	Afghanistan	Afghanistan	3
1.7	74.7317073170732	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda	3
2.478	72.6960731707317	Albania	Albania	Albania	3
1.838	69.4916341463415	Armenia	Armenia	Armenia	3
6.963	43.0616341463415	Angola	Angola	Angola	3
2.657	73.0673902439025	Argentina	Argentina	Argentina	3
1.36	77.3875609756098	Austria	Austria	Austria	3
1.778	78.4804878048781	Australia	Australia	Australia	3
1.979	73.6148048780488	Aruba	Aruba	Aruba	3
2.07	65.4623902439024	Azerbaijan	Azerbaijan	Azerbaijan	3
1.508	71.3479512195122	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.641	75.1273902439024	Barbados	Barbados	Barbados	3
3.463	63.1965609756098	Bangladesh	Bangladesh	Bangladesh	3
1.6	77.3707317073171	Belgium	Belgium	Belgium	3
6.432	49.3699756097561	Burkina Faso	Burkina Faso	Burkina Faso	3
1.09	70.3512195121951	Bulgaria	Bulgaria	Bulgaria	3
2.913	73.4134634146341	Bahrain	Bahrain	Bahrain	3
6.136	45.0267073170732	Burundi	Burundi	Burundi	3
6.2	51.6740731707317	Benin	Benin	Benin	3
2.677	75.4809024390244	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
4.39	61.8657317073171	Bolivia	Bolivia	Bolivia	3
2.451	69.1090975609756	Brazil	Brazil	Brazil	3
2.357	70.6627073170732	Bahamas, The	Bahamas, The	Bahamas, The	3
4.256	58.5621463414634	Bhutan	Bhutan	Bhutan	3
3.746	55.6515365853659	Botswana	Botswana	Botswana	3
1.23	68.4609756097561	Belarus	Belarus	Belarus	3
3.905	73.3007073170732	Belize	Belize	Belize	3
1.55	78.4804878048781	Canada	Canada	Canada	3
7.068	45.4100243902439	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.55	44.8916341463415	Central African Republic	Central African Republic	Central African Republic	3
5.026	54.2834146341463	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.48	79.079512195122	Switzerland	Switzerland	Switzerland	3
5.371	50.4899268292683	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
2.254	75.6698048780488	Chile	Chile	Chile	3
5.175	51.1915365853659	Cameroon	Cameroon	Cameroon	3
1.799	70.7663170731707	China	China	China	3
2.775	70.085243902439	Colombia	Colombia	Colombia	3
2.616	77.229512195122	Costa Rica	Costa Rica	Costa Rica	3
1.61	75.7064146341463	Cuba	Cuba	Cuba	3
4.221	68.0370487804878	Cape Verde	Cape Verde	Cape Verde	3
1.945	77.5471707317073	Cyprus	Cyprus	Cyprus	3
1.17	73.8248780487805	Czech Republic	Czech Republic	Czech Republic	3
1.35	77.0731707317073	Germany	Germany	Germany	3
5.196	53.1036585365854	Djibouti	Djibouti	Djibouti	3
1.752	75.9451219512195	Denmark	Denmark	Denmark	3
1.9	75.9512195121951	Dominica	Dominica	Dominica	3
3.014	70.1156097560976	Dominican Republic	Dominican Republic	Dominican Republic	3
3.012	69.0256585365854	Algeria	Algeria	Algeria	3
3.113	72.1573902439024	Ecuador	Ecuador	Ecuador	3
1.24	69.809756097561	Estonia	Estonia	Estonia	3
3.512	67.0653170731707	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.	3
5.713	54.0065365853659	Eritrea	Eritrea	Eritrea	3
1.15	78.6041463414634	Spain	Spain	Spain	3
6.561	50.2389512195122	Ethiopia	Ethiopia	Ethiopia	3
1.75	76.8785365853659	Finland	Finland	Finland	3
3.209	67.0375609756098	Fiji	Fiji	Fiji	3
4.544	66.9716097560976	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	3
1.77	78.3048780487805	France	France	France	3
4.472	60.6049512195122	Gabon	Gabon	Gabon	3
1.72	77.2109756097561	United Kingdom	United Kingdom	United Kingdom	3
2.87	72.4058780487805	Grenada	Grenada	Grenada	3
