x	y	label	key	showSelected1	PANEL
5.423	68.6840487804878	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.742	39.2041219512195	Afghanistan	Afghanistan	Afghanistan	3
4.037	69.6740487804878	Albania	Albania	Albania	3
2.385	70.6800975609756	Armenia	Armenia	Armenia	3
7.2	40.1618048780488	Angola	Angola	Angola	3
3.325	69.4696097560976	Argentina	Argentina	Argentina	3
1.62	72.4236585365854	Austria	Austria	Austria	3
1.891	74.3336585365854	Australia	Australia	Australia	3
2.392	72.2201463414634	Aruba	Aruba	Aruba	3
3.286	64.6813170731707	Azerbaijan	Azerbaijan	Azerbaijan	3
2.092	70.2735853658537	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
2.004	71.9743658536586	Barbados	Barbados	Barbados	3
6.374	55.2358536585366	Bangladesh	Bangladesh	Bangladesh	3
1.672	73.2070731707317	Belgium	Belgium	Belgium	3
7.069	46.3316097560976	Burkina Faso	Burkina Faso	Burkina Faso	3
2.05	71.1575609756098	Bulgaria	Bulgaria	Bulgaria	3
4.917	69.8744878048781	Bahrain	Bahrain	Bahrain	3
6.651	46.8593170731707	Burundi	Burundi	Burundi	3
7.025	45.2471219512195	Benin	Benin	Benin	3
4.246	70.7172195121951	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
5.521	51.9635609756098	Bolivia	Bolivia	Bolivia	3
4.073	62.4965853658537	Brazil	Brazil	Brazil	3
2.989	67.6973658536586	Bahamas, The	Bahamas, The	Bahamas, The	3
6.553	46.3592195121951	Bhutan	Bhutan	Bhutan	3
6.217	60.4592195121951	Botswana	Botswana	Botswana	3
2.03	70.3346585365854	Belarus	Belarus	Belarus	3
5.849	70.147	Belize	Belize	Belize	3
1.74	75.0780487804878	Canada	Canada	Canada	3
6.585	45.8246829268293	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.954	48.8095365853659	Central African Republic	Central African Republic	Central African Republic	3
6.178	56.2368292682927	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.55	75.459268292683	Switzerland	Switzerland	Switzerland	3
7.608	51.404243902439	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
2.675	69.1917317073171	Chile	Chile	Chile	3
6.431	51.1865365853659	Cameroon	Cameroon	Cameroon	3
2.632	66.9938048780488	China	China	China	3
3.993	65.4611463414634	Colombia	Colombia	Colombia	3
3.618	72.5508292682927	Costa Rica	Costa Rica	Costa Rica	3
1.892	73.5623414634146	Cuba	Cuba	Cuba	3
6.375	59.8433414634146	Cape Verde	Cape Verde	Cape Verde	3
2.354	74.7484878048781	Cyprus	Cyprus	Cyprus	3
2.07	70.2780487804878	Czech Republic	Czech Republic	Czech Republic	3
