x	y	label	key	showSelected1	PANEL
2.645	74.6159024390244	United Arab Emirates	United Arab Emirates	United Arab Emirates	3
7.73	45.2928536585366	Afghanistan	Afghanistan	Afghanistan	3
2.241	74.2387317073171	Albania	Albania	Albania	3
1.688	70.9894390243903	Armenia	Armenia	Armenia	3
6.826	45.2049268292683	Angola	Angola	Angola	3
2.477	73.7179756097561	Argentina	Argentina	Argentina	3
1.36	78.0268292682927	Austria	Austria	Austria	3
1.756	79.2341463414634	Australia	Australia	Australia	3
1.874	73.7200975609756	Aruba	Aruba	Aruba	3
2	66.7572195121951	Azerbaijan	Azerbaijan	Azerbaijan	3
1.412	74.3081219512195	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina	3
1.558	75.4082682926829	Barbados	Barbados	Barbados	3
3.121	64.7303414634146	Bangladesh	Bangladesh	Bangladesh	3
1.67	77.7219512195122	Belgium	Belgium	Belgium	3
6.259	50.2012926829268	Burkina Faso	Burkina Faso	Burkina Faso	3
1.26	71.6634146341463	Bulgaria	Bulgaria	Bulgaria	3
2.72	73.7960731707317	Bahrain	Bahrain	Bahrain	3
5.772	46.0050487804878	Burundi	Burundi	Burundi	3
5.966	52.5653414634146	Benin	Benin	Benin	3
1.74	77.8648780487805	Bermuda	Bermuda	Bermuda	3
2.401	76.2323414634146	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam	3
4.14	62.9636829268293	Bolivia	Bolivia	Bolivia	3
2.364	70.1382682926829	Brazil	Brazil	Brazil	3
2.071	71.6282926829268	Bahamas, The	Bahamas, The	Bahamas, The	3
3.676	61.3742195121951	Bhutan	Bhutan	Bhutan	3
3.414	50.765487804878	Botswana	Botswana	Botswana	3
1.31	68.9121951219512	Belarus	Belarus	Belarus	3
3.594	73.5311219512195	Belize	Belize	Belize	3
1.49	79.2365853658537	Canada	Canada	Canada	3
6.911	45.6519024390244	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.	3
5.446	43.6633658536585	Central African Republic	Central African Republic	Central African Republic	3
4.932	54.1458536585366	Congo, Rep.	Congo, Rep.	Congo, Rep.	3
1.5	79.6804878048781	Switzerland	Switzerland	Switzerland	3
5.162	50.1608780487805	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire	3
