size	colour	x	y	key	clickSelects	showSelected2	PANEL	fill
2.50918294388294	#00C094	5.344	69.0996097560976	United Arab Emirates	United Arab Emirates	Middle East & North Africa	3	#00C094
3.76671856777311	#A58AFF	7.763	39.5269512195122	Afghanistan	Afghanistan	South Asia	3	#A58AFF
2.81923573459859	#C49A00	3.985	70.0004634146341	Albania	Albania	Europe & Central Asia	3	#C49A00
2.86872374183448	#C49A00	2.373	70.6587317073171	Armenia	Armenia	Europe & Central Asia	3	#C49A00
3.3788092756362	#FB61D7	7.201	40.2902195121951	Angola	Angola	Sub-Saharan Africa	3	#FB61D7
4.62266912003856	#53B400	3.27	69.7417804878049	Argentina	Argentina	Latin America & Caribbean	3	#53B400
3.34937264228744	#C49A00	1.67	72.7580487804878	Austria	Austria	Europe & Central Asia	3	#C49A00
3.89592414352471	#F8766D	1.935	74.6634146341463	Australia	Australia	East Asia & Pacific	3	#F8766D
2.10470200161504	#53B400	2.377	72.4623414634146	Aruba	Aruba	Latin America & Caribbean	3	#53B400
3.22711410685149	#C49A00	3.179	64.7164390243903	Azerbaijan	Azerbaijan	Europe & Central Asia	3	#C49A00
2.99693010836097	#C49A00	2.05	70.5480731707317	Bosnia and Herzegovina	Bosnia and Herzegovina	Europe & Central Asia	3	#C49A00
2.23780708456862	#53B400	1.96	72.2553902439025	Barbados	Barbados	Latin America & Caribbean	3	#53B400
6.51982617222589	#A58AFF	6.232	55.8089268292683	Bangladesh	Bangladesh	South Asia	3	#A58AFF
3.54041503137003	#C49A00	1.67	73.6217073170732	Belgium	Belgium	Europe & Central Asia	3	#C49A00
3.29620246886036	#FB61D7	7.074	46.7850487804878	Burkina Faso	Burkina Faso	Sub-Saharan Africa	3	#FB61D7
3.46272821058134	#C49A00	2.01	71.5719512195122	Bulgaria	Bulgaria	Europe & Central Asia	3	#C49A00
2.2941868824687	#00C094	4.803	70.2622926829268	Bahrain	Bahrain	Middle East & North Africa	3	#00C094
3.00914262665696	#FB61D7	6.597	47.225512195122	Burundi	Burundi	Sub-Saharan Africa	3	#FB61D7
2.95797112196562	#FB61D7	7.025	45.5922682926829	Benin	Benin	Sub-Saharan Africa	3	#FB61D7
2.21062467011392	#F8766D	4.103	71.035756097561	Brunei Darussalam	Brunei Darussalam	East Asia & Pacific	3	#F8766D
3.14954170581595	#53B400	5.423	52.738243902439	Bolivia	Bolivia	Latin America & Caribbean	3	#53B400
7.48031894675738	#53B400	3.966	62.8944390243903	Brazil	Brazil	Latin America & Caribbean	3	#53B400
2.21974097203095	#53B400	2.994	67.9644634146342	Bahamas, The	Bahamas, The	Latin America & Caribbean	3	#53B400
2.3139874162713	#A58AFF	6.501	46.9834878048781	Bhutan	Bhutan	South Asia	3	#A58AFF
2.49566867099648	#FB61D7	6.125	60.9659512195122	Botswana	Botswana	Sub-Saharan Africa	3	#FB61D7
3.52871391560636	#C49A00	2.02	70.3248048780488	Belarus	Belarus	Europe & Central Asia	3	#C49A00
2.17869999814264	#53B400	5.684	70.4672926829268	Belize	Belize	Latin America & Caribbean	3	#53B400
4.44918928932557	#00B6EB	1.7	75.4785365853659	Canada	Canada	North America	3	#00B6EB
4.55328867046455	#FB61D7	6.638	45.9631951219512	Congo, Dem. Rep.	Congo, Dem. Rep.	Sub-Saharan Africa	3	#FB61D7
2.74862075166369	#FB61D7	5.955	49.1763414634146	Central African Republic	Central African Republic	Sub-Saharan Africa	3	#FB61D7
2.66505606353497	#FB61D7	6.112	56.4593414634146	Congo, Rep.	Congo, Rep.	Sub-Saharan Africa	3	#FB61D7
3.23613006001851	#C49A00	1.55	75.6931707317073	Switzerland	Switzerland	Europe & Central Asia	3	#C49A00
